Interactor A	Interaction	Interactor B	Interaction detection method(s)	Interaction identifier(s)	Interaction type(s)	Publication Identifier(s)	HostOrganism(s)	NumMethods	NumPublications	Throughput	Weight
P07550	interacts with	P48051	MI:0007(anti tag coimmunoprecipitation)|MI:0492(in vitro)	HPRD_6942|InnateDB Allergy:IDB-1635336|InnateDB:IDB-1635336	MI:0915(physical association)	12297500	taxid:9606	2	1	18	0.166666667
P07550	interacts with	Q92806	MI:0492(in vitro)	HPRD_6953	-	12297500	-	1	1	18	0.111111111
P07550	interacts with	Q14974	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_282619|InnateDB Allergy:IDB-1635165|InnateDB:IDB-1635165	MI:0915(physical association)	23798571	taxid:9606|unspecified:32644	2	1	205	0.014634146
P07550	interacts with	P13645	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_282563|InnateDB Allergy:IDB-1635167|InnateDB:IDB-1635167	MI:0915(physical association)	23798571	taxid:9606|unspecified:32644	2	1	205	0.014634146
P07550	interacts with	P13473	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	MINT_43978|MINT_74220|UniProt_99826	MI:0403(colocalization)|MI:0403(colocalization)|MI:0403(colocalization)	19424180|19424180|19424180	human:9606|human:9606|human-293:9606	1	1	4	0.5
P07550	interacts with	Q5TCQ9	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	MINT_45752|MINT_45751|MINT_45750|MINT_76299|MINT_76297|MINT_76298|MINT_76295|MINT_76296|MINT_76293|MINT_76294|UniProt_106041|UniProt_106042|UniProt_106044|UniProt_106043|UniProt_106046|MINT_76302|UniProt_106045|UniProt_106048|UniProt_106047|UniProt_106049|MINT_45748|MINT_45747|MINT_45749|MINT_45744|MINT_76300|MINT_45746|MINT_45745	MI:0403(colocalization)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0403(colocalization)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0403(colocalization)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789|20353789	in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1	1	1	1	2
P07550	interacts with	Q16539	MI:0004(affinity chromatography technology)	BIOGRID_282656	MI:0915(physical association)	23798571	unspecified:32644	1	1	205	0.009756098
P07550	interacts with	Q00987	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_40097|BIOGRID_140446	MI:0407(direct interaction)	18544533|11588219	unspecified:32644	2	2	5	0.8
P07550	interacts with	P46934	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)|MI:0493(in vivo)|MI:0493(in vivo)	BIOGRID_248369|BIOGRID_146881|HPRD_33393|HPRD_40101|HPRD_40094	MI:0915(physical association)|MI:0915(physical association)|-	23166351|20559325|18544533|18544533|18544533	unspecified:32644|unspecified:32644|-	2	3	4	1.25
P07550	interacts with	P29475	MI:0493(in vivo)	HPRD_31809	-	12184796	-	1	1	5	0.4
P07550	interacts with	P46459	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_282517|InnateDB Allergy:IDB-1635188|InnateDB:IDB-1635188	MI:0915(physical association)	23798571	taxid:9606|unspecified:32644	2	1	205	0.014634146
P07550	interacts with	Q08209	MI:0401(biochemical)	BIOGRID_110945	MI:0403(colocalization)	9880537	unspecified:32644	1	1	2	1
P07550	interacts with	P17612	MI:0007(anti tag coimmunoprecipitation)	InnateDB Allergy:IDB-1635253|InnateDB:IDB-1635253	MI:0915(physical association)	10753752	taxid:9606	1	1	2	1
P07550	interacts with	Q05655	MI:0493(in vivo)	HPRD_6906	-	1848190	-	1	1	1	2
P07550	interacts with	Q13200	MI:0004(affinity chromatography technology)	BIOGRID_282535	MI:0915(physical association)	23798571	unspecified:32644	1	1	205	0.009756098
P07550	interacts with	P34995	MI:0055(fluorescent resonance energy transfer)	BIOGRID_291878	MI:0407(direct interaction)	16670773	unspecified:32644	1	1	1	2
P07550	interacts with	Q99942	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_282679|BIOGRID_282527	MI:0915(physical association)|MI:0915(physical association)	23798571|23798571	unspecified:32644|unspecified:32644	1	1	205	0.009756098
P07550	interacts with	P61619	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_282534|InnateDB Allergy:IDB-1635214|InnateDB:IDB-1635214	MI:0915(physical association)	23798571	taxid:9606|unspecified:32644	2	1	205	0.014634146
P07550	interacts with	P08195	MI:0007(anti tag coimmunoprecipitation)	InnateDB Allergy:IDB-1635228|InnateDB:IDB-1635228	MI:0915(physical association)	23798571	taxid:9606	1	1	205	0.009756098
P07550	interacts with	Q15599	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0492(in vitro)	BIOGRID_110928|BIOGRID_282520|HPRD_7004|InnateDB Allergy:IDB-1635230|InnateDB:IDB-1635230	MI:0407(direct interaction)|MI:0915(physical association)	23798571|9671706	taxid:9606|unspecified:32644	4	2	6	1
P07550	interacts with	P12931	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0492(in vitro)	BIOGRID_97290|HPRD_6914|InnateDB Allergy:IDB-1635340|InnateDB:IDB-1635340|MINT_52372|MINT_52374|MINT_52375|MINT_84859|MINT_84861|MINT_84862|UniProt_88826|UniProt_88827|UniProt_88829	MI:0217(phosphorylation reaction)|MI:0407(direct interaction)|MI:0915(physical association)	11013230|17170700	in vitro:-1|taxid:9534|unspecified:32644	4	2	1	6
P07550	interacts with	Q9Y5M8	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_282657|InnateDB Allergy:IDB-1635219|InnateDB:IDB-1635219	MI:0915(physical association)	23798571	taxid:9606|unspecified:32644	2	1	205	0.014634146
P07550	interacts with	Q15369	MI:0004(affinity chromatography technology)	BIOGRID_155011	MI:0915(physical association)	19584355	unspecified:32644	1	1	4	0.5
P07550	interacts with	P02786	MI:0007(anti tag coimmunoprecipitation)	InnateDB Allergy:IDB-1635239|InnateDB:IDB-1635239	MI:0915(physical association)	23798571	taxid:9606	1	1	205	0.009756098
P07550	interacts with	Q13077	MI:0004(affinity chromatography technology)	BIOGRID_282672	MI:0915(physical association)	23798571	unspecified:32644	1	1	205	0.009756098
P07550	interacts with	Q71U36	MI:0007(anti tag coimmunoprecipitation)	InnateDB Allergy:IDB-1635244|InnateDB:IDB-1635244	MI:0915(physical association)	23798571	taxid:9606	1	1	205	0.009756098
P07550	interacts with	P0CG47	MI:0004(affinity chromatography technology)	BIOGRID_282519	MI:0915(physical association)	23798571	unspecified:32644	1	1	205	0.009756098
P07550	interacts with	P0CG48	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0428(imaging technique)|MI:0004(affinity chromatography technology)	UniProt_99825|MINT_43976|MINT_74218|BIOGRID_129927|BIOGRID_140443|BIOGRID_146876|BIOGRID_248368|BIOGRID_116475|BIOGRID_282680|BIOGRID_164767|BIOGRID_164768|BIOGRID_248913|BIOGRID_282586	MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)	19424180|19424180|19424180|15331590|11588219|20559325|23166351|18544533|23798571|21330366|21330366|23236378|23798571	human-293:9606|human:9606|human:9606|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644	3	9	1	12
P07550	interacts with	P09936	MI:0018(two hybrid)	BIOGRID_208642	MI:0407(direct interaction)	19477270	unspecified:32644	1	1	4	0.5
P07550	interacts with	Q92890	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_282530|InnateDB Allergy:IDB-1635249|InnateDB:IDB-1635249	MI:0915(physical association)	23798571	taxid:9606|unspecified:32644	2	1	205	0.014634146
P07550	interacts with	Q9Y2K6	MI:0004(affinity chromatography technology)	BIOGRID_248370	MI:0915(physical association)	23166351	unspecified:32644	1	1	5	0.4
P07550	interacts with	Q8TEY7	MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	MINT_43977|BIOGRID_248371|MINT_74219|UniProt_99827|UniProt_99825|MINT_43976|MINT_74218	MI:0403(colocalization)|MI:0915(physical association)|MI:0403(colocalization)|MI:0403(colocalization)|MI:0914(association)|MI:0914(association)|MI:0914(association)	19424180|23166351|19424180|19424180|19424180|19424180|19424180	human:9606|unspecified:32644|human:9606|human-293:9606|human-293:9606|human:9606|human:9606	2	2	4	1
P07550	interacts with	P55072	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_282528|InnateDB Allergy:IDB-1635251|InnateDB:IDB-1635251	MI:0915(physical association)	23798571	taxid:9606|unspecified:32644	2	1	205	0.014634146
P07550	interacts with	P40337	MI:0004(affinity chromatography technology)	BIOGRID_155009	MI:0915(physical association)	19584355	unspecified:32644	1	1	4	0.5
P13569	interacts with	Q9P0N8	MI:0004(affinity chromatography technology)	BIOGRID_283260	MI:0915(physical association)	23818989	unspecified:32644	1	1	5	0.4
P13569	interacts with	P07550	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-186328	MI:0915(physical association)	12502786	taxid:9606	1	1	1	2
P13569	interacts with	Q9R049	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-186324	MI:0915(physical association)	18216283	taxid:9606	1	1	14	0.142857143
P13569	interacts with	Q9UKV5	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_149734|BIOGRID_117527	MI:0915(physical association)|MI:0915(physical association)	19828134|18216283	unspecified:32644|unspecified:32644	1	2	7	0.428571429
P13569	interacts with	Q13131	MI:0018(two hybrid)|MI:0493(in vivo)|MI:0415(enzymatic study)	BIOGRID_105014|HPRD_10807|BIOGRID_146884	MI:0407(direct interaction)|MI:0407(direct interaction)	10862786|10862786|20861072	unspecified:32644|unspecified:32644	3	2	1	5
P13569	interacts with	Q5XXA6	MI:0416(fluorescence microscopy)|MI:0416(fluorescence microscopy)	UniProt_121753|UniProt_121752	MI:0915(physical association)|MI:0403(colocalization)	22178883|22178883	human-293:9606|human-293:9606	1	1	1	2
P13569	interacts with	P16615	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_262761|UniProt_87505	MI:0915(physical association)|MI:0914(association)	17110338|17110338	unspecified:32644|human-calu_3:9606	2	1	155	0.019354839
P13569	interacts with	Q99933	MI:0004(affinity chromatography technology)	BIOGRID_247367	MI:0915(physical association)	23178238	unspecified:32644	1	1	3	0.666666667
P13569	interacts with	P51572	MI:0112(ubiquitin reconstruction)|MI:0112(ubiquitin reconstruction)|MI:0090(protein complementation assay)|MI:0112(ubiquitin reconstruction)	UniProt_95167|UniProt_95164|BIOGRID_213817|UniProt_95170	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0403(colocalization)	18555783|18555783|18555783|18555783	yeasx:4932|yeasx:4932|unspecified:32644|yeasx:4932	2	1	8	0.375
P13569	interacts with	P27824	MI:0492(in vitro)|MI:0019(coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	HPRD_12339|MINT_56636|MINT_78033|MINT_78034|UniProt_70869|BIOGRID_262765|MINT_48646|MINT_48645|UniProt_84820|BIOGRID_218318|UniProt_84819|MINT_85698|UniProt_87505	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)	12208510|12208510|16546175|16546175|12208510|17110338|16546175|16546175|16546175|18716059|16546175|12208510|17110338	in vivo:-4|human:9606|human:9606|in vivo:-4|unspecified:32644|human:9606|human:9606|crigr-cho:10029|unspecified:32644|crigr-cho:10029|in vivo:-4|human-calu_3:9606	4	4	1	8
P13569	interacts with	P22681	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_184962|BIOGRID_148385|BIOGRID_148384	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	22467879|20525683|20525683	unspecified:32644|unspecified:32644|unspecified:32644	1	2	1	3
P13569	interacts with	P13987	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_262827|UniProt_87506	MI:0915(physical association)|MI:0914(association)	17110338|17110338	unspecified:32644|human-calu_3:9606	2	1	155	0.019354839
P13569	interacts with	P23528	MI:0004(affinity chromatography technology)	BIOGRID_262749	MI:0915(physical association)	17110338	unspecified:32644	1	1	155	0.012903226
P13569	interacts with	P51790	MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	MINT_77757|BIOGRID_108713|MINT_48546	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	12471024|12471024|12471024	in vivo:-4|unspecified:32644|in vivo:-4	2	1	7	0.428571429
P13569	interacts with	Q14677	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_262832|UniProt_87505|UniProt_87506	MI:0915(physical association)|MI:0914(association)|MI:0914(association)	17110338|17110338|17110338	unspecified:32644|human-calu_3:9606|human-calu_3:9606	2	1	155	0.019354839
P13569	interacts with	P53675	MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)	UniProt_87505|BIOGRID_262841	MI:0914(association)|MI:0915(physical association)	17110338|17110338	human-calu_3:9606|unspecified:32644	2	1	155	0.019354839
P13569	interacts with	Q8N668	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_146944|BIOGRID_146945|BIOGRID_146946	MI:0915(physical association)|MI:0915(physical association)|MI:0403(colocalization)	21483833|21483833|21483833	unspecified:32644|unspecified:32644|unspecified:32644	1	1	2	1
P13569	interacts with	P53618	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)	UniProt_87504|UniProt_87503|BIOGRID_262820	MI:0914(association)|MI:0914(association)|MI:0915(physical association)	17110338|17110338|17110338	human-calu_3:9606|human-calu_3:9606|unspecified:32644	2	1	155	0.019354839
P13569	interacts with	P55060	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	UniProt_87504|UniProt_87502|BIOGRID_262752|UniProt_87501	MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0914(association)	17110338|17110338|17110338|17110338	human-calu_3:9606|human-calu_3:9606|unspecified:32644|human-calu_3:9606	2	1	155	0.019354839
P13569	interacts with	P98082	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_262848|UniProt_87506	MI:0915(physical association)|MI:0914(association)	17110338|17110338	unspecified:32644|human-calu_3:9606	2	1	155	0.019354839
P13569	interacts with	Q9BUN8	MI:0090(protein complementation assay)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_213821|BIOGRID_208424|HPRD_31598|BIOGRID_199190|UniProt_85591|BIOGRID_199188|UniProt_85592	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)	18555783|16901789|16901789|16954204|16901789|16954204|16901789	unspecified:32644|unspecified:32644|unspecified:32644|human-293t:9606|unspecified:32644|human-293t:9606	4	3	5	1.4
